filter_name,sample_index,true_label,clean_pred,adv_pred,filtered_clean_pred,filtered_adv_pred,detected,corrected,false_positive,discarded_clean_error,discarded_attack_failed,discard_reason
scalar_interval_128,258,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,259,6,6,0,6,6,True,True,False,False,False,
scalar_interval_128,260,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,261,5,5,3,5,5,True,True,False,False,False,
scalar_interval_128,262,7,7,7,7,7,False,True,False,False,True,attack_failed
scalar_interval_128,263,7,7,7,7,7,False,True,False,False,True,attack_failed
scalar_interval_128,264,9,9,2,9,9,True,True,False,False,False,
scalar_interval_128,265,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,266,8,8,0,8,8,True,True,False,False,False,
scalar_interval_128,267,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,268,8,8,2,8,8,True,True,False,False,False,
scalar_interval_128,269,0,0,7,0,0,True,True,False,False,False,
scalar_interval_128,270,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,271,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,272,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,273,9,9,8,9,9,True,True,False,False,False,
scalar_interval_128,274,9,9,7,9,9,True,True,False,False,False,
scalar_interval_128,275,4,4,4,4,4,False,True,False,False,True,attack_failed
scalar_interval_128,276,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,277,8,8,7,8,8,True,True,False,False,False,
scalar_interval_128,278,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,279,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,280,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,281,9,9,4,9,9,True,True,False,False,False,
scalar_interval_128,282,7,7,3,7,7,True,True,False,False,False,
scalar_interval_128,283,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,284,9,9,7,9,9,True,True,False,False,False,
scalar_interval_128,285,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,286,6,6,8,6,6,True,True,False,False,False,
scalar_interval_128,287,4,4,2,4,4,True,True,False,False,False,
scalar_interval_128,288,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,289,5,5,8,5,5,True,True,False,False,False,
scalar_interval_128,290,8,8,5,8,8,True,True,False,False,False,
scalar_interval_128,291,2,2,3,2,2,True,True,False,False,False,
scalar_interval_128,292,9,9,7,9,9,True,True,False,False,False,
scalar_interval_128,293,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,294,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,295,4,4,4,4,4,False,True,False,False,True,attack_failed
scalar_interval_128,296,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,297,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,298,2,2,3,2,2,True,True,False,False,False,
scalar_interval_128,299,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,300,4,4,2,4,4,True,True,False,False,False,
scalar_interval_128,301,7,7,7,7,7,False,True,False,False,True,attack_failed
scalar_interval_128,302,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,303,2,2,8,2,2,True,True,False,False,False,
scalar_interval_128,304,4,4,8,4,4,True,True,False,False,False,
scalar_interval_128,305,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,306,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,307,7,7,3,7,7,True,True,False,False,False,
scalar_interval_128,308,4,4,8,4,4,True,True,False,False,False,
scalar_interval_128,309,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,310,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,311,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,312,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,313,3,3,5,3,3,True,True,False,False,False,
scalar_interval_128,314,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,315,9,9,3,9,9,True,True,False,False,False,
scalar_interval_128,316,6,6,5,6,6,True,True,False,False,False,
scalar_interval_128,317,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,318,2,2,3,2,2,True,True,False,False,False,
scalar_interval_128,319,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,320,9,9,7,9,8,True,False,False,False,False,
scalar_interval_128,321,2,7,2,7,2,False,True,False,True,False,clean_error
scalar_interval_128,322,9,9,9,9,9,False,True,False,False,True,attack_failed
scalar_interval_128,323,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,324,0,0,5,0,0,True,True,False,False,False,
scalar_interval_128,325,4,4,2,4,4,True,True,False,False,False,
scalar_interval_128,326,2,2,6,2,6,False,False,False,False,False,
scalar_interval_128,327,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,328,7,7,3,7,7,True,True,False,False,False,
scalar_interval_128,329,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,330,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,331,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,332,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,333,5,5,8,5,5,True,True,False,False,False,
scalar_interval_128,334,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,335,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,336,9,9,8,9,9,True,True,False,False,False,
scalar_interval_128,337,7,7,3,7,7,True,True,False,False,False,
scalar_interval_128,338,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,339,6,6,5,6,6,True,True,False,False,False,
scalar_interval_128,340,5,5,3,5,3,False,False,False,False,False,
scalar_interval_128,341,6,6,3,6,6,True,True,False,False,False,
scalar_interval_128,342,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,343,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,344,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,345,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,346,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,347,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,348,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,349,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,350,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,351,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,352,5,5,3,5,5,True,True,False,False,False,
scalar_interval_128,353,6,6,6,6,6,False,True,False,False,True,attack_failed
scalar_interval_128,354,1,1,8,1,1,True,True,False,False,False,
scalar_interval_128,355,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,356,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,357,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,358,7,7,3,7,7,True,True,False,False,False,
scalar_interval_128,359,9,9,8,9,8,False,False,False,False,False,
scalar_interval_128,360,4,4,4,4,4,False,True,False,False,True,attack_failed
scalar_interval_128,361,6,6,4,6,6,True,True,False,False,False,
scalar_interval_128,362,2,2,7,2,2,True,True,False,False,False,
scalar_interval_128,363,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,364,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,365,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,366,6,6,0,6,6,True,True,False,False,False,
scalar_interval_128,367,5,5,3,5,5,True,True,False,False,False,
scalar_interval_128,368,6,6,5,6,6,True,True,False,False,False,
scalar_interval_128,369,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,370,7,7,9,7,7,True,True,False,False,False,
scalar_interval_128,371,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,372,0,0,2,0,0,True,True,False,False,False,
scalar_interval_128,373,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,374,8,8,8,8,8,False,True,False,False,True,attack_failed
scalar_interval_128,375,5,5,5,5,5,False,True,False,False,True,attack_failed
scalar_interval_128,376,4,4,9,4,9,False,False,False,False,False,
scalar_interval_128,377,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,378,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,379,4,4,4,4,4,False,True,False,False,True,attack_failed
scalar_interval_128,380,0,0,0,0,0,False,True,False,False,True,attack_failed
scalar_interval_128,381,3,3,7,3,7,False,False,False,False,False,
scalar_interval_128,382,3,3,3,3,3,False,True,False,False,True,attack_failed
scalar_interval_128,383,7,7,8,7,7,True,True,False,False,False,
scalar_interval_128,384,6,6,6,6,6,False,True,False,False,True,attack_failed
scalar_interval_128,385,1,1,2,1,1,True,True,False,False,False,
scalar_interval_128,386,6,6,5,6,6,True,True,False,False,False,
scalar_interval_128,387,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,388,1,1,1,1,1,False,True,False,False,True,attack_failed
scalar_interval_128,389,9,9,7,9,9,True,True,False,False,False,
scalar_interval_128,390,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,391,8,8,2,8,8,True,True,False,False,False,
scalar_interval_128,392,6,6,6,6,6,False,True,False,False,True,attack_failed
scalar_interval_128,393,1,1,3,1,1,True,True,False,False,False,
scalar_interval_128,394,9,9,4,9,9,True,True,False,False,False,
scalar_interval_128,395,5,5,3,5,5,True,True,False,False,False,
scalar_interval_128,396,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,397,5,5,3,5,5,True,True,False,False,False,
scalar_interval_128,398,4,4,8,4,4,True,True,False,False,False,
scalar_interval_128,399,4,4,2,4,4,True,True,False,False,False,
scalar_interval_128,400,2,2,2,2,2,False,True,False,False,True,attack_failed
scalar_interval_128,401,8,8,3,8,8,True,True,False,False,False,
scalar_interval_128,402,3,3,5,3,3,True,True,False,False,False,
